"disease_name","disease_id","mean_score","max_score","n_genes","genes"
"erythrokeratodermia variabilis","MONDO_0017851",0.0819066326631421,0.0928454020918426,2,"SCD; SOAT1"
"sclerosing cholangitis","MONDO_0018646",0.080408194576108,0.104544990037327,2,"LCE3D; ICAM5"
"tooth agenesis","MONDO_0005486",0.0800805153562617,0.091274220309276,2,"SCD; SOAT1"
"epidermolysis bullosa simplex 2E, with migratory circinate erythema","MONDO_0012258",0.0787902101428115,0.0940718180566039,2,"SCD; CSTA"
"Epidermolysis bullosa simplex with circinate migratory erythema","Orphanet_158681",0.0787902101428115,0.0940718180566039,2,"SCD; CSTA"
"iron metabolism disease","MONDO_0002279",0.0763176264056509,0.0788829648496084,2,"CA12; SDSL"
"spermatogenic failure 16","MONDO_0014961",0.0749424789833271,0.0836636396042494,2,"CCT6B; BEST1"
"spermatogenic failure 21","MONDO_0054725",0.0749424789833271,0.0836636396042494,2,"CCT6B; BEST1"
"familial idiopathic steroid-resistant nephrotic syndrome","MONDO_0019006",0.0725268184270526,0.0839484335075227,2,"DCN; CD1D"
"Increased total eosinophil count","HP_0001880",0.0719930451212874,0.138811972276989,2,"STATH; GASK1B"
"Partial congenital cataract","Orphanet_98992",0.0716481827511132,0.0757653095185757,2,"GLIPR1; ANGPTL1"
"Jeune syndrome","MONDO_0018770",0.0706916241263433,0.077375130523986,2,"TENT5A; GPC6"
"Generalized epidermolysis bullosa simplex, non-Dowling-Meara type","Orphanet_79399",0.0704258462120593,0.0902636019148765,2,"SCD; CSTA"
"Oguchi disease","MONDO_0019152",0.0699176302146056,0.0787876493881092,2,"C1R; GLIPR1"
"Neonatal acute respiratory distress with surfactant metabolism deficiency","Orphanet_217563",0.0694767070754169,0.0733201384016605,2,"VAMP5; HIF3A"
"gastric ulcer","MONDO_0001126",0.0688640641885038,0.0745178119869614,2,"NPTX2; UMPS"
"intermediate coronary syndrome","MONDO_0006805",0.0684325507774587,0.0893822244487016,2,"APOA4; VAMP5"
"coronary artery bypass","EFO_0003776",0.0680633080496308,0.0922715700428156,2,"APOA4; VAMP5"
"Blue cone monochromatism","Orphanet_16",0.0679622940774253,0.0820841949243832,2,"BEX1; BEST1"
"malignant glioma","MONDO_0100342",0.0679018414113692,0.0864853044364799,2,"IL13RA2; IL24"
"total hip arthroplasty","EFO_0009806",0.0669588301642412,0.0947793916138557,2,"GIPR; EVI2B"
"Short rib-polydactyly syndrome, Verma-Naumoff type","Orphanet_93271",0.0664019791386843,0.0708920518945437,2,"TENT5A; GPC6"
"Anterior polar cataract","Orphanet_98988",0.0653376888612285,0.0690537373042801,2,"GLIPR1; ANGPTL1"
"bronchopulmonary dysplasia","MONDO_0019091",0.0649370283673755,0.0739159709369404,2,"DCN; VAMP5"
"Stickler syndrome","MONDO_0019354",0.0647035201208432,0.0848178467404017,2,"GFPT2; BEST1"
"hearing loss, autosomal recessive","MONDO_0019588",0.0635000214461217,0.0641501140931289,2,"CLDN11; GLIPR1"
"autosomal dominant macrothrombocytopenia","MONDO_0015372",0.0633018074563703,0.0726656936650647,2,"SERPINB2; EMILIN2"
"Congenital dyserythropoietic anemia type I","Orphanet_98869",0.0626559250406726,0.0665597405821182,2,"EPB41; SLC20A1"
"X-linked corneal dermoid","MONDO_0010579",0.062063544997202,0.0696029740327699,2,"GLIPR1; ANGPTL1"
"Dent disease","MONDO_0015612",0.0618184016529789,0.064508829041295,2,"DCN; CD1D"
"neutropenia, severe congenital, 2, autosomal dominant","MONDO_0013139",0.0617586416170871,0.0744518617262332,2,"SERPINB2; HAS1"
"Heterotaxia","EFO_0009081",0.0612112907724669,0.0686526138089981,2,"CAVIN2; HIF3A"
"Senior-Loken syndrome","MONDO_0017842",0.0611823536964558,0.0639694477755968,2,"DCN; SLC1A3"
"pituitary gland adenoma","MONDO_0006373",0.0608402356781956,0.0758525693754882,2,"IGFBP6; CIRBP"
"keloid","MONDO_0005348",0.0606880919713504,0.0753634920344554,2,"NPTX2; IL13RA2"
"angioma serpiginosum","MONDO_0019803",0.0605778339813695,0.0739159709369404,2,"RHOB; CSTA"
"corneal neovascularization","MONDO_0006713",0.0596933776950319,0.100268508102566,2,"GPC6; GNG11"
"Immunodeficiency due to a complement cascade protein anomaly","Orphanet_101992",0.0588361889161678,0.0668625394102828,2,"SCARA5; CD1D"
"male infertility","MONDO_0005372",0.0583544944200889,0.0708810868592748,2,"CXCL6; SDSL"
"late infantile neuronal ceroid lipofuscinosis","MONDO_0015674",0.0583470859098674,0.0614438827741806,2,"CLDN11; SLC1A3"
"primary familial polycythemia due to EPO receptor mutation","MONDO_0007572",0.0583305061469419,0.0737139852802481,2,"IL24; RAB3IL1"
"infectious otitis media","MONDO_0024330",0.0575030165380343,0.0591994750186786,2,"CXCL5; EMILIN2"
"dominant beta-thalassemia","MONDO_0011381",0.0568580127439679,0.0653084561213337,2,"EPB41; SLC20A1"
"amegakaryocytic thrombocytopenia, congenital, 2","MONDO_0957575",0.0559229757116157,0.0718278447579718,2,"SERPINB2; PLAC9"
"thrombocytopenia 7","MONDO_0030867",0.0558241131004875,0.0604170667445816,2,"SERPINB2; EMILIN2"
"Immunodeficiency due to interleukin-1 receptor-associated kinase-4 deficiency","Orphanet_70592",0.0554074118143305,0.0554074118143305,2,"CXCL5; CXCL6"
"hemoglobin C-beta-thalassemia syndrome","MONDO_0016490",0.055130226923317,0.0618602760771254,2,"EPB41; SLC20A1"
"Hemoglobin C - beta-thalassemia","Orphanet_231242",0.055130226923317,0.0618602760771254,2,"EPB41; SLC20A1"
"MHC class II deficiency 5","MONDO_0971016",0.0550341361610989,0.0598571532647343,2,"SCARA5; CD1D"
"Dravet syndrome","MONDO_0100135",0.0548944600127586,0.0842879100522729,2,"NPTX2; BDKRB1"
"WHIM syndrome 2","MONDO_0030374",0.0544372646957831,0.0571185665415207,2,"SERPINB2; CXCL6"
"Autosomal recessive early-onset inflammatory bowel disease","Orphanet_238569",0.0543324477425517,0.0585494565455749,2,"GCNT3; EREG"
"autoimmune hepatitis","MONDO_0016264",0.05426370672763,0.0723677204729087,2,"GCNT3; CD1D"
"fatty liver disease","MONDO_0004790",0.0537785847904017,0.0802082603341354,2,"PI3; GIPR"
"fetal growth restriction","MONDO_0005030",0.0535082846666049,0.0815155593599653,2,"NPTX2; APOA4"
"complement component 3 deficiency","MONDO_0013417",0.0533774944624748,0.0592122364183095,2,"SCARA5; CD1D"
"synovitis","MONDO_0002400",0.0527540980243204,0.0833334047675586,2,"MMP3; HAS1"
"X-linked endothelial corneal dystrophy","MONDO_0010426",0.0524988183579619,0.060069661681178,2,"GFPT2; ANGPTL1"
"idiopathic bronchiectasis","MONDO_0018956",0.0523668218862505,0.0553060340069691,2,"C1R; VAMP5"
"immunodeficiency, common variable, 4","MONDO_0013284",0.0523620738117286,0.0561613547178873,2,"SCARA5; CD1D"
"Hypocalcemic vitamin D-resistant rickets","Orphanet_93160",0.0521878153127127,0.072207400073669,2,"TENT5A; SDSL"
"hemolytic anemia due to glucophosphate isomerase deficiency","MONDO_0013275",0.0517864531880571,0.0536260369147502,2,"EPB41; SLC20A1"
"T-B+ severe combined immunodeficiency due to JAK3 deficiency","MONDO_0010938",0.0517851185941374,0.0562968673312717,2,"SCARA5; CD1D"
"Sjogren syndrome","MONDO_0010030",0.0517593755781222,0.0929790429997743,2,"CCT6B; EVI2B"
"Microphthalmia - cataract","Orphanet_2543",0.0517042216703898,0.0576563052300869,2,"GFPT2; ANGPTL1"
"anemia, congenital dyserythropoietic, type IVb","MONDO_0975829",0.0515434544336019,0.054790213457007,2,"EPB41; SLC20A1"
"ocular hypertension","MONDO_0006875",0.0512792048375024,0.0739159709369404,2,"CA12; BAMBI"
"sickle cell disease","MONDO_0011382",0.0512431708016706,0.0521828275822065,2,"EPB41; SLC20A1"
"monosomy 7 myelodysplasia and leukemia syndrome 2","MONDO_0030801",0.0506684741276359,0.0677717058528072,2,"SERPINB2; PLAC9"
"Congenitally uncorrected transposition of the great arteries","Orphanet_860",0.0495172328802931,0.0611673138495916,2,"CAVIN2; HIF3A"
"macular corneal dystrophy","MONDO_0009020",0.0495153849810196,0.0530106864567002,2,"BEX1; GFPT2"
"platelet-type bleeding disorder 15","MONDO_0014078",0.0493897278304268,0.0584582935147527,2,"SERPINB2; EMILIN2"
"myelodysplastic syndrome with ring sideroblasts","MONDO_0019157",0.0491439572270615,0.0529404662843101,2,"MVK; SLC20A1"
"anemia, nonspherocytic hemolytic, due to G6PD deficiency","MONDO_0010480",0.0486995374518032,0.0500928535039645,2,"EPB41; SLC20A1"
"X-linked lymphoproliferative disease","Orphanet_2442",0.0486538532753213,0.0522078768834684,2,"GCNT3; MVK"
"overhydrated hereditary stomatocytosis","MONDO_0008493",0.0486477962721473,0.049235428241096,2,"EPB41; SLC20A1"
"persistent truncus arteriosus","MONDO_0018072",0.0484242004600631,0.0550637025494737,2,"CAVIN2; HIF3A"
"Bietti crystalline dystrophy","Orphanet_41751",0.048129460525952,0.0485812718983041,2,"RHOB; GFPT2"
"patterned macular dystrophy 1","MONDO_0008210",0.0479040168145943,0.0523897923008299,2,"BEX1; RHOB"
"frontotemporal dementia","MONDO_0017276",0.0471526378061516,0.0869136785186092,2,"TP53I3; NPTX2"
"inflammatory bowel disease 1","MONDO_0009960",0.0471509978606742,0.04754275250664,2,"GCNT3; EREG"
"liver dysplastic nodule","EFO_0007834",0.0468993583083384,0.053003910826031,2,"CXCL6; BAMBI"
"inflammatory bowel disease 30","MONDO_0033643",0.046844246581286,0.0521403258989177,2,"GCNT3; EREG"
"X-linked dyserythropoetic anemia with abnormal platelets and neutropenia","MONDO_0010444",0.0457780087005206,0.058559927974791,2,"SERPINB2; PLAC9"
"Cirrhosis","HP_0001394",0.0457202815003547,0.0840489659070154,2,"ENPP2; SH2D4A"
"cone-rod dystrophy 22","MONDO_0030440",0.0454731053204057,0.0473283961909229,2,"C1R; RHOB"
"erythrocytosis, familial, 6","MONDO_0054801",0.0452033120264859,0.0556587261155161,2,"IL24; RAB3IL1"
"X-linked agammaglobulinemia","Orphanet_47",0.0451959204293922,0.0470401239042689,2,"MVK; SCARA5"
"Crigler-Najjar syndrome type 2","MONDO_0011725",0.0450443926889715,0.050055895518496,2,"TP53I11; IGFBP6"
"hypogonadotropic hypogonadism","MONDO_0018555",0.0447746725777292,0.0567602204478316,2,"CLDN11; SDSL"
"gluthathione peroxidase deficiency","MONDO_0013601",0.0442054464188372,0.0557548168777341,2,"TP53I11; RHCE"
"Atrial septal defect - atrioventricular conduction defects","Orphanet_1479",0.0436695556295444,0.0536777780944061,2,"CAVIN2; HIF3A"
"hereditary spherocytosis type 4","MONDO_0012981",0.0432851925806723,0.0484297441578833,2,"RHCE; EPB41"
"IRIDA syndrome","MONDO_0008788",0.0432038850126416,0.0467518516176148,2,"RHCE; EPB41"
"autoimmune lymphoproliferative syndrome due to CTLA4 haploinsufficiency","MONDO_0014493",0.0428472404528709,0.0467333726248805,2,"GCNT3; MVK"
"cryohydrocytosis","MONDO_0008494",0.0427899555753948,0.0476758012543265,2,"RHCE; EPB41"
"Hereditary cryohydrocytosis with normal stomatin","Orphanet_398088",0.0427899555753948,0.0476758012543265,2,"RHCE; EPB41"
"early-onset autosomal dominant Alzheimer disease","MONDO_0015140",0.04178849683027,0.0577064038326108,2,"CLDN11; CIRBP"
"Takayasu arteritis","MONDO_0017991",0.0417181739968091,0.0560874387469503,2,"ERAP2; IGFBP6"
"reading","EFO_0005229",0.041656064049008,0.0435822937194105,2,"CXCL2; CXCL3"
"Meniere disease","MONDO_0007972",0.0415667067422863,0.043551411047841,2,"IGFBP6; CCT6B"
"Hypohidrotic ectodermal dysplasia with immunodeficiency","Orphanet_98813",0.0412683131848013,0.0471530510820892,2,"GCNT3; MVK"
"immunodeficiency due to ficolin3 deficiency","MONDO_0013467",0.0407831369644568,0.0452291826163138,2,"GCNT3; EREG"
"Autosomal recessive malignant osteopetrosis","Orphanet_667",0.0406390008211298,0.0452513574075949,2,"CXCL3; SLC20A1"
"dentin dysplasia","MONDO_0015613",0.0401363722187586,0.0451183086599084,2,"CXCL3; SDSL"
"Fibroadenoma","EFO_1000254",0.039984979265147,0.0739159709369404,2,"PLAC9; CD83"
"congenital tracheomalacia","MONDO_0019804",0.0389352376910333,0.0446895960284741,2,"VAMP5; CAVIN2"
"Norum disease","MONDO_0009515",0.0380962914208991,0.0436178144498885,2,"PLAC9; RHCE"
"systemic inflammatory response syndrome","EFO_1001478",0.0380667250325243,0.0606110961682911,2,"APOA4; SERPINB7"
"hepatorenocardiac degenerative fibrosis","MONDO_0859254",0.0380297670470558,0.0404542108937875,2,"ZNF281; EVI2B"
"inflammatory bowel disease 25","MONDO_0012941",0.0379669384717594,0.0388724091157369,2,"GCNT3; EREG"
"neonatal intrahepatic cholestasis due to citrin deficiency","MONDO_0011601",0.0369173316844549,0.0413190277537497,2,"TP53I11; IGFBP6"
"polycystic kidney disease 8","MONDO_0971178",0.0365292728370359,0.0417329571909965,2,"ZNF281; EVI2B"
"gnathodiaphyseal dysplasia","MONDO_0008151",0.0361818677736323,0.0374680056679351,2,"CXCL3; SDSL"
"nephronophthisis 3","MONDO_0011456",0.0358566375015098,0.0398259251408235,2,"ZNF281; EVI2B"
"Arrhythmogenic right ventricular dysplasia","Orphanet_247",0.0356709236245307,0.066906888992845,2,"JPT1; HIF3A"
"hypercholanemia, familial, 2","MONDO_0031003",0.0355424946250278,0.0361818677736323,2,"IGFBP6; SDSL"
"Abnormal nasolacrimal system morphology","HP_0000614",0.0355339353781393,0.0386851388502402,2,"IFIT5; SDSL"
"alcoholic liver diseases","MONDO_0043693",0.034262054689195,0.042132103434056,2,"ZNF281; C12orf43"
"benign prostatic hyperplasia","MONDO_0010811",0.0342243264766523,0.0540350386206013,2,"MAN1A1; BAMBI"
"transient familial neonatal hyperbilirubinemia","MONDO_0009383",0.0333287112954664,0.0357605467392918,2,"TP53I11; IGFBP6"
"joint contractures, osteochondromas, and B-cell lymphoma","MONDO_0859369",0.0328963028654853,0.0352874845252953,2,"CXCL3; SDSL"
"Moyamoya disease","MONDO_0016820",0.0319797448258673,0.052132934301824,2,"IGFBP6; SERPINB7"
"depressive disorder","MONDO_0002050",0.0265686851090002,0.0464849328336758,2,"STATH; NPTX2"
"familial dilated cardiomyopathy","MONDO_0016333",0.0264391268377191,0.0440083371630053,2,"SECTM1; MGST1"
"hypotensive disorder","MONDO_0005468",0.0262961220018647,0.0273779819442179,2,"GASK1B; OLFML3"
"thymoma","MONDO_0006456",0.0258705898279291,0.0517411796558582,2,"NPTX2; KRT38"
"adenocarcinoma","MONDO_0004970",0.0236531106998209,0.0288272286654067,2,"ACAA2; GNG11"
"hereditary clear cell renal cell carcinoma","MONDO_0018492",0.0230987409177939,0.0291968085200914,2,"TP53I3; CIRBP"
"Abnormal sperm morphology","HP_0012864",0.0207136634322616,0.0307342607155798,2,"EPB41L4A-AS1; JPT1"
"in situ carcinoma","MONDO_0004647",0.0190333625162621,0.0301207581568032,2,"GASK1B; IFIT5"
"malignant mesothelioma","MONDO_0006292",0.0186945809828012,0.0274105058891154,2,"HAS1; FOLR3"
"systemic-onset juvenile idiopathic arthritis","MONDO_0019434",0.0175920510598923,0.0280880689560373,2,"STOM; GNG11"
"autism","MONDO_0005260",0.0161283126845776,0.025245999873512,2,"NPTX2; SH2D4A"
"cervical squamous intraepithelial neoplasia","MONDO_0042491",0.0152316114590338,0.02750658408059,2,"ERAP2; SH2D4A"
"Tetralogy of Fallot","HP_0001636",0.0143895224571719,0.0197577390314442,2,"MRGPRF; SLCO4A1"
"steatosis","EFO_0008527",0.014228824405361,0.021066051717028,2,"TP53I3; MAN1A1"
"dysplasia","EFO_0008501",0.0129050921311275,0.0185322152599953,2,"STATH; LCE3D"
"metastatic melanoma","MONDO_0005191",0.0125311514240779,0.0218052114263974,2,"SECTM1; EVI2B"
"Duchenne muscular dystrophy","MONDO_0010679",0.0113951381067839,0.0168267815424582,2,"GASK1B; C1S"
"chromophobe renal cell carcinoma","MONDO_0017885",0.0105366194424977,0.0159060868795512,2,"MRGPRF; C1S"
"ependymoma","MONDO_0016698",0.0096408240239187,0.016322079894093,2,"CEP15; ICAM5"
"telomere syndrome","MONDO_0100137",0.00942428629445989,0.00960907622180225,2,"SECTM1; STOM"
"leiomyosarcoma of the corpus uteri","MONDO_0016262",0.00897345296049771,0.0138223639913529,2,"PLAC9; JPT1"
"Plasmodium falciparum malaria","MONDO_0005920",0.0088623632643481,0.0102447535718599,2,"SECTM1; JPT1"
"colorectal neoplasm","MONDO_0005335",0.00813075680306344,0.00886991651243284,2,"MRGPRF; OLFML3"
"bacterial infectious disease","MONDO_0005113",0.00766878198470756,0.00868512658509049,2,"CEP15; OLFML3"
"chronic interstitial cystitis","EFO_1000869",0.00629582170759213,0.00726889939621422,2,"EPB41L4A-AS1; SH2D4A"
"psychiatric disorder","MONDO_0002025",0.00628285752963993,0.00886991651243284,2,"MRGPRF; STOM"
"visceral leishmaniasis","MONDO_0005445",0.00413278699099612,0.00653943963971195,2,"CEP15; RAB3IL1"
"meningeal tuberculosis","MONDO_0006042",0.00343893718163881,0.00382098515740363,2,"MRGPRF; JPT1"
"HIV infectious disease","MONDO_0005109",0.00247203868507648,0.00272659824204476,2,"CEP15; RAB3IL1"
"hyperimmunoglobulinemia D with periodic fever","MONDO_0009849",0.847193418171383,0.847193418171383,1,"MVK"
"vitelliform macular dystrophy 2","MONDO_0007931",0.838932677488116,0.838932677488116,1,"BEST1"
"mevalonic aciduria","MONDO_0012481",0.838284635546564,0.838284635546564,1,"MVK"
"Papillon-Lefèvre syndrome","Orphanet_678",0.836910881872983,0.836910881872983,1,"CTSC"
"autosomal recessive bestrophinopathy","MONDO_0012733",0.823235728300874,0.823235728300874,1,"BEST1"
"Melnick-Needles syndrome","MONDO_0010650",0.819709302450645,0.819709302450645,1,"FLNA"
"heterotopia, periventricular, X-linked dominant","MONDO_0010233",0.809695969994906,0.809695969994906,1,"FLNA"
"otopalatodigital syndrome type 2","MONDO_0010571",0.807959940788883,0.807959940788883,1,"FLNA"
"otopalatodigital syndrome type 1","MONDO_0010704",0.802270614656248,0.802270614656248,1,"FLNA"
"Haim-Munk syndrome","MONDO_0009491",0.801517789639128,0.801517789639128,1,"CTSC"
"Papillon-Lefevre disease","MONDO_0009490",0.797087454663558,0.797087454663558,1,"CTSC"
"frontometaphyseal dysplasia 1","MONDO_0024550",0.793234238473974,0.793234238473974,1,"FLNA"
"Best vitelliform macular dystrophy","Orphanet_1243",0.788906310163434,0.788906310163434,1,"BEST1"
"autosomal dominant vitreoretinochoroidopathy","MONDO_0008662",0.781570059555858,0.781570059555858,1,"BEST1"
"orotic aciduria","MONDO_0009797",0.771166171592438,0.771166171592438,1,"UMPS"
"frontometaphyseal dysplasia","MONDO_0015942",0.770562631218079,0.770562631218079,1,"FLNA"
"cardiac valvular dysplasia, X-linked","MONDO_0010753",0.768410303823182,0.768410303823182,1,"FLNA"
"episodic ataxia type 6","MONDO_0012982",0.768189155841167,0.768189155841167,1,"SLC1A3"
"retinitis pigmentosa 50","MONDO_0013175",0.763065935932405,0.763065935932405,1,"BEST1"
"Hereditary orotic aciduria","Orphanet_30",0.757939910234872,0.757939910234872,1,"UMPS"
"porokeratosis 3, disseminated superficial actinic type","MONDO_0008293",0.749778396081137,0.749778396081137,1,"MVK"
"terminal osseous dysplasia-pigmentary defects syndrome","MONDO_0010279",0.740871714847279,0.740871714847279,1,"FLNA"
"autosomal recessive omodysplasia","MONDO_0009779",0.735985717212829,0.735985717212829,1,"GPC6"
"Genetic intestinal disease","Orphanet_165655",0.730985281450859,0.730985281450859,1,"FLNA"
"congenital short bowel syndrome","MONDO_0014097",0.729183746412259,0.729183746412259,1,"FLNA"
"Bryant-Li-Bhoj neurodevelopmental syndrome 2","MONDO_0030607",0.729069453462634,0.729069453462634,1,"H3-3B"
"Terminal osseous dysplasia - pigmentary defects","Orphanet_88630",0.728272971460638,0.728272971460638,1,"FLNA"
"palmoplantar keratoderma, Nagashima type","MONDO_0014272",0.718168817372261,0.718168817372261,1,"SERPINB7"
"peeling skin syndrome 4","MONDO_0011937",0.706465186838469,0.706465186838469,1,"CSTA"
"FG syndrome 2","MONDO_0010297",0.703405381073751,0.703405381073751,1,"FLNA"
"congenital stromal corneal dystrophy","MONDO_0012401",0.695831543960138,0.695831543960138,1,"DCN"
"Osteodysplasty, Melnick-Needles type","Orphanet_2484",0.695751656227481,0.695751656227481,1,"FLNA"
"leukodystrophy, hypomyelinating, 22","MONDO_0025701",0.691321403168565,0.691321403168565,1,"CLDN11"
"hyperpigmentation with or without hypopigmentation, familial progressive","MONDO_0007771",0.675868179188223,0.675868179188223,1,"KITLG"
"periventricular nodular heterotopia","MONDO_0020341",0.67062442989013,0.67062442989013,1,"FLNA"
"congenital generalized lipodystrophy type 3","MONDO_0012923",0.660539529975098,0.660539529975098,1,"CAV1"
"periodontitis, aggressive 1","MONDO_0008226",0.659925253336141,0.659925253336141,1,"CTSC"
"complement component C1s deficiency","MONDO_0013419",0.658146725699251,0.658146725699251,1,"C1S"
"Inguinal hernia","HP_0000023",0.643492866723811,0.643492866723811,1,"EFEMP1"
"omodysplasia","MONDO_0017136",0.640598382830754,0.640598382830754,1,"GPC6"
"exfoliative ichthyosis","MONDO_0017339",0.639842584542197,0.639842584542197,1,"CSTA"
"X-linked Ehlers-Danlos syndrome","MONDO_0010586",0.619719713220968,0.619719713220968,1,"FLNA"
"partial lipodystrophy, congenital cataracts, and neurodegeneration syndrome","MONDO_0011714",0.614774487629517,0.614774487629517,1,"CAV1"
"Doyne honeycomb retinal dystrophy","MONDO_0007471",0.60432826721253,0.60432826721253,1,"EFEMP1"
"Neuronal intestinal pseudoobstruction","Orphanet_99811",0.601943264414203,0.601943264414203,1,"FLNA"
"Bryant-Li-Bhoj neurodevelopmental syndrome 1","MONDO_0030606",0.595434210325353,0.595434210325353,1,"H3-3B"
"angle-closure glaucoma","MONDO_0001744",0.592851694395491,0.592851694395491,1,"CA12"
"altitude sickness","MONDO_0006625",0.590747829295545,0.590747829295545,1,"CA12"
"mevalonate kinase deficiency","MONDO_0017708",0.59036816007836,0.59036816007836,1,"MVK"
"cutis laxa, autosomal recessive, type 1d","MONDO_0958335",0.587317004783628,0.587317004783628,1,"EFEMP1"
"BEST1-related dominant retinopathy","MONDO_0700238",0.574859926088436,0.574859926088436,1,"BEST1"
"Epileptic encephalopathy","HP_0200134",0.554534039740246,0.554534039740246,1,"FLNA"
"chronic periodontitis","MONDO_0005593",0.554369782027053,0.554369782027053,1,"CTSC"
"methylmalonic aciduria, cblB type","MONDO_0009614",0.551041676619733,0.551041676619733,1,"MVK"
"Vitamin B12-responsive methylmalonic acidemia type cblB","Orphanet_79311",0.551041676619733,0.551041676619733,1,"MVK"
"Waardenburg syndrome, IIa 2F","MONDO_0030983",0.550546408381645,0.550546408381645,1,"KITLG"
"hereditary angioedema","MONDO_0019623",0.541799895778676,0.541799895778676,1,"C1S"
"Macrothrombocytopenia","HP_0040185",0.540672802914293,0.540672802914293,1,"FLNA"
"Rare disease with thoracic aortic aneurysm and aortic dissection","Orphanet_285014",0.526631465696533,0.526631465696533,1,"FLNA"
"autoinflammatory syndrome","MONDO_0019751",0.52059704314168,0.52059704314168,1,"MVK"
"autosomal dominant nonsyndromic hearing loss 69","MONDO_0014738",0.512111838933834,0.512111838933834,1,"KITLG"
"diaphragmatic hernia","EFO_0008561",0.512093290848397,0.512093290848397,1,"EFEMP1"
"testicular cancer","MONDO_0005447",0.50506085832592,0.50506085832592,1,"KITLG"
"cold agglutinin disease","MONDO_0018922",0.486518044770117,0.486518044770117,1,"C1S"
"osteogenesis imperfecta, type 18","MONDO_0044329",0.485013751634236,0.485013751634236,1,"TENT5A"
"familial progressive hyper- and hypopigmentation","MONDO_0017239",0.47318676344062,0.47318676344062,1,"KITLG"
"Berardinelli-Seip congenital lipodystrophy","MONDO_0018883",0.470053748012345,0.470053748012345,1,"CAV1"
"Umbilical hernia","HP_0001537",0.469551899385454,0.469551899385454,1,"EFEMP1"
"Generalized congenital lipodystrophy with myopathy","Orphanet_228429",0.46865477643564,0.46865477643564,1,"CAV1"
"maturity-onset diabetes of the young","MONDO_0018911",0.467988503357441,0.467988503357441,1,"C12orf43"
"neurodegeneration with brain iron accumulation 9","MONDO_0958012",0.461974818355877,0.461974818355877,1,"BEST1"
"dysuria","EFO_0003901",0.461974818355877,0.461974818355877,1,"PDE7B"
"Macular dystrophy","HP_0007754",0.458476934672463,0.458476934672463,1,"BEST1"
"ganglion or cyst of synovium/tendon/bursa","MONDO_0004874",0.456048158282308,0.456048158282308,1,"HAS1"
"cutis laxa","MONDO_0016175",0.455774089682834,0.455774089682834,1,"EFEMP1"
"pelvic organ prolapse","MONDO_0000082",0.454278127918516,0.454278127918516,1,"EFEMP1"
"juvenile open angle glaucoma","MONDO_0020367",0.449496616708895,0.449496616708895,1,"EFEMP1"
"uterine prolapse","EFO_1001864",0.445097279965194,0.445097279965194,1,"EFEMP1"
"dentures","EFO_0010078",0.436036122091116,0.436036122091116,1,"CA12"
"intermittent vascular claudication","MONDO_0005295",0.434256329254525,0.434256329254525,1,"PDE7B"
"intelligence","EFO_0004337",0.432562137515955,0.432562137515955,1,"DPP4"
"neurofibromatosis type 1","MONDO_0018975",0.430072890621635,0.430072890621635,1,"EVI2B"
"testicular germ cell tumor","MONDO_0010108",0.429320947745675,0.429320947745675,1,"KITLG"
"heritable pulmonary arterial hypertension","MONDO_0017148",0.428924610830063,0.428924610830063,1,"CAV1"
"disseminated superficial actinic porokeratosis","MONDO_0019212",0.427819480118766,0.427819480118766,1,"MVK"
"scoliosis","MONDO_0005392",0.426217967415132,0.426217967415132,1,"EFEMP1"
"congenital contractural arachnodactyly","MONDO_0007363",0.425571202669434,0.425571202669434,1,"EFEMP1"
"pathological myopia","EFO_0004207",0.425016832887407,0.425016832887407,1,"EFEMP1"
"Tall stature","HP_0000098",0.425016832887407,0.425016832887407,1,"EFEMP1"
"Dolichocephaly","HP_0000268",0.425016832887407,0.425016832887407,1,"EFEMP1"
"Generalized hypotonia","HP_0001290",0.425016832887407,0.425016832887407,1,"EFEMP1"
"Joint hypermobility","HP_0001382",0.425016832887407,0.425016832887407,1,"EFEMP1"
"Accelerated skeletal maturation","HP_0005616",0.425016832887407,0.425016832887407,1,"EFEMP1"
"Ectropion of lower eyelids","HP_0007651",0.425016832887407,0.425016832887407,1,"EFEMP1"
"Posterolateral diaphragmatic hernia","HP_0025193",0.425016832887407,0.425016832887407,1,"EFEMP1"
"Pulmonary bulla","HP_0032446",0.425016832887407,0.425016832887407,1,"EFEMP1"
"Dural ectasia","HP_0100775",0.425016832887407,0.425016832887407,1,"EFEMP1"
"bladder diverticulum","MONDO_0007197",0.425016832887407,0.425016832887407,1,"EFEMP1"
"isolated macular dystrophy","MONDO_0957048",0.425016832887407,0.425016832887407,1,"BEST1"
"response to stimulus","GO_0050896",0.418448060150014,0.418448060150014,1,"RHCE"
"otopalatodigital syndrome spectrum disorder","MONDO_0018233",0.417235483038627,0.417235483038627,1,"FLNA"
"retinal detachment","MONDO_0008375",0.414689851417975,0.414689851417975,1,"FAT3"
"cerebral small vessel disease","EFO_0008493",0.411026639401207,0.411026639401207,1,"EFEMP1"
"male reproductive organ cancer","MONDO_0005836",0.409031305592035,0.409031305592035,1,"KITLG"
"response to surgery","EFO_0009951",0.408345009946763,0.408345009946763,1,"EFEMP1"
"Patent ductus arteriosus","HP_0001643",0.408054041507016,0.408054041507016,1,"FLNA"
"Incisional hernia","HP_0004872",0.407136235918274,0.407136235918274,1,"EFEMP1"
