gene,class,source,mean_lfc,padj,n_studies,direction_concordance,signature,compound_label,compound_z,spaceflight_dir,compound_dir,reversed,reversed_z1.5,reversed_z2,reversed_z3,concordant_z1.5,reversal_score
VAMP5,C6_oncogenic,MSigDB_C6,-0.266824079269793,1.19944995953316e-07,23,0.782608695652174,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.319488103380656,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.085247119022196
ZNF550,C6_oncogenic,MSigDB_C6,0.299192881875779,2.21317291001381e-07,10,0.6,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,1.97514500898917,up,up,FALSE,FALSE,FALSE,FALSE,TRUE,-0.590949327362031
ABCB8,C6_oncogenic,MSigDB_C6,-0.19156776985935,2.54967437861148e-07,23,0.608695652173913,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.30675080945192,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0587635684692548
BAMBI,C6_oncogenic,MSigDB_C6,-0.357863961329643,2.78628411979394e-07,23,0.739130434782609,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.467650320869162,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.167355196343317
CD83,C6_oncogenic,MSigDB_C6,-0.47190653924619,3.45958944635332e-07,23,0.739130434782609,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,1.06267724649951,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.501484341731256
OLFML3,C6_oncogenic,MSigDB_C6,-0.263230915429817,3.79147356557685e-07,23,0.391304347826087,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.537856057961256,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.141580342506614
CCT6B,C6_oncogenic,MSigDB_C6,0.337078299484303,4.10370288541389e-07,20,0.75,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,1.09980130738235,up,up,FALSE,FALSE,FALSE,FALSE,FALSE,-0.370719154463055
SEMA3A,C6_oncogenic,MSigDB_C6,-0.241822508664351,4.41002774117613e-07,23,0.565217391304348,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-2.48979845223809,down,down,FALSE,FALSE,FALSE,FALSE,TRUE,-0.602089307788834
EMILIN2,C6_oncogenic,MSigDB_C6,-0.378733545303813,4.56299446469566e-07,23,0.652173913043478,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.785331777407461,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.297431488297273
CD1D,C6_oncogenic,MSigDB_C6,-1.40954407741163,4.81967560770795e-07,6,0.666666666666667,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-1.34389860940243,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-1.89428432552491
IL24,C6_oncogenic,MSigDB_C6,-1.97901601393825,4.99001444486198e-07,6,0.833333333333333,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.344982774967278,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.682726436193099
ACAA2,C6_oncogenic,MSigDB_C6,-0.113160860100301,7.86473242331365e-07,23,0.565217391304348,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.979594267160166,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.110851729821168
BEST1,C6_oncogenic,MSigDB_C6,-0.591130951630161,8.85393867956684e-07,17,0.647058823529412,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,1.49204781931065,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.881995647306811
FAT3,C6_oncogenic,MSigDB_C6,-0.479071898468894,9.43118934982365e-07,19,0.526315789473684,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.867752447974931,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.41571581265238
HIF3A,C6_oncogenic,MSigDB_C6,0.338783024610527,9.43118934982365e-07,21,0.666666666666667,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.083018958565477,up,up,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0281254138828283
GIPR,C6_oncogenic,MSigDB_C6,0.412167459602254,9.75709085819309e-07,14,0.785714285714286,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.329875696309258,up,up,FALSE,FALSE,FALSE,FALSE,FALSE,-0.135964027732311
C1S,C6_oncogenic,MSigDB_C6,-0.655780606522866,1.06404205379444e-06,10,0.8,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,1.32096191174044,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.866261203674749
ADGRL4,C6_oncogenic,MSigDB_C6,-0.296781600983226,1.16408655851037e-06,21,0.571428571428571,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.632982363800414,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.187857519322834
NR4A3,C6_oncogenic,MSigDB_C6,-0.407338233346273,1.16408655851037e-06,21,0.619047619047619,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,4.88279086858261,down,up,TRUE,TRUE,TRUE,TRUE,FALSE,1.98894740620776
C12orf43,C6_oncogenic,MSigDB_C6,-0.232950557201426,1.23463639524642e-06,10,0.9,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.0433865218959574,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0101069144506951
PDE7B,C6_oncogenic,MSigDB_C6,-0.208828024572182,1.35212116587061e-06,22,0.681818181818182,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,2.23355115790788,down,up,TRUE,TRUE,TRUE,FALSE,FALSE,0.466428076086812
FLNA,C6_oncogenic,MSigDB_C6,-0.268938081014556,1.49845384781096e-06,23,0.739130434782609,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.228547362903374,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.0614650892001707
IFIT5,C6_oncogenic,MSigDB_C6,-0.434334517285673,1.5038868571542e-06,10,0.8,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.483838156943061,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.210147612340254
STOM,C6_oncogenic,MSigDB_C6,-0.271705413747765,1.59716292144286e-06,23,0.652173913043478,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.153300147918301,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.0416524801177354
EPB41,C6_oncogenic,MSigDB_C6,0.268319683402154,1.6767368596826e-06,23,0.652173913043478,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-1.90897317638674,up,down,TRUE,TRUE,FALSE,FALSE,FALSE,0.512215078311293
GPC6,C6_oncogenic,MSigDB_C6,-0.195397107577285,1.73661871024938e-06,21,0.571428571428571,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.740216907812122,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.14463624276629
UMPS,C6_oncogenic,MSigDB_C6,-0.226842568047376,1.78482722741504e-06,23,0.782608695652174,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.405508460568091,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.091986580560204
EREG,C6_oncogenic,MSigDB_C6,-0.640322966982975,1.79944306685714e-06,13,0.692307692307692,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,4.04207103027021,down,up,TRUE,TRUE,TRUE,TRUE,FALSE,2.58823091485855
GNG11,C6_oncogenic,MSigDB_C6,-0.226076878222493,1.82332742240489e-06,22,0.818181818181818,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.28540873858365,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.0645243166364111
OASL,C6_oncogenic,MSigDB_C6,-2.0749711980367,1.82332742240489e-06,7,0.857142857142857,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-3.38010961691965,down,down,FALSE,FALSE,FALSE,FALSE,TRUE,-7.01363010131513
CAV1,C6_oncogenic,MSigDB_C6,-0.298605133308491,1.89858500522377e-06,23,0.652173913043478,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-1.21347587056522,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.362350124096765
SLC20A1,C6_oncogenic,MSigDB_C6,-0.212376203994392,1.89858500522377e-06,23,0.652173913043478,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,1.01922481014688,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.216459096195898
RAB3IL1,C6_oncogenic,MSigDB_C6,-0.233132540523826,1.96628349703651e-06,23,0.652173913043478,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.823394334634253,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.191960013086209
SDSL,C6_oncogenic,MSigDB_C6,-0.373296658142389,2.19800968408105e-06,22,0.5,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.528099884042331,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.197137921878385
CIRBP,C6_oncogenic,MSigDB_C6,0.177665879622174,2.3509398944915e-06,23,0.565217391304348,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.0540341617338206,up,down,TRUE,FALSE,FALSE,FALSE,FALSE,0.00960002687408605
FOXD1,C6_oncogenic,MSigDB_C6,-0.33551452846622,2.42023883198719e-06,13,0.615384615384615,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.583363863477505,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.195727051578887
CHST11,C6_oncogenic,MSigDB_C6,-0.271742245490677,2.73893363605499e-06,23,0.652173913043478,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.723536577555166,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.19661545427948
FDXR,C6_oncogenic,MSigDB_C6,-0.245323874299751,2.74837751562113e-06,23,0.652173913043478,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,1.51003653499882,down,up,TRUE,TRUE,FALSE,FALSE,FALSE,0.370448013100082
OXCT1,C6_oncogenic,MSigDB_C6,-0.122265511993408,2.754043527234e-06,23,0.521739130434783,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-1.37871941854649,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.168569835603841
CPT1A,C6_oncogenic,MSigDB_C6,-0.184721700177346,3.0316892755085e-06,23,0.826086956521739,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,1.04641155568396,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.193294921651163
ARL4D,C6_oncogenic,MSigDB_C6,-0.277762119244003,3.42759017173421e-06,23,0.739130434782609,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-2.30431297350844,down,down,FALSE,FALSE,FALSE,FALSE,TRUE,-0.640050854923155
IL1R1,C6_oncogenic,MSigDB_C6,-0.334853715175528,3.62917306293853e-06,22,0.590909090909091,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-1.62185422208919,down,down,FALSE,FALSE,FALSE,FALSE,TRUE,-0.543083911739683
OFD1,C6_oncogenic,MSigDB_C6,0.140122261929282,3.7212276216853e-06,23,0.695652173913043,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.523078207274219,up,down,TRUE,FALSE,FALSE,FALSE,FALSE,0.0732949015691773
THY1,C6_oncogenic,MSigDB_C6,-0.376860414537002,3.79701899332931e-06,22,0.727272727272727,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.244253255977068,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0920493832995301
ITPRIP,C6_oncogenic,MSigDB_C6,-0.291466390097452,4.050223249867e-06,23,0.695652173913043,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,4.04735911547577,down,up,TRUE,TRUE,TRUE,TRUE,FALSE,1.17966915081574
PCOLCE,C6_oncogenic,MSigDB_C6,-0.2140424140812,4.22803325087713e-06,23,0.478260869565217,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.246833186680977,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0528327711525519
COLEC12,C6_oncogenic,MSigDB_C6,-0.157843238546483,4.29868724403998e-06,22,0.636363636363636,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.17023388897811,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0268702683466673
AKR1C1,C6_oncogenic,MSigDB_C6,-0.396644897073991,4.68756702924428e-06,10,0.7,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.0167070265214632,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.00662675681501821
DRD4,C6_oncogenic,MSigDB_C6,0.551976080315497,4.68756702924428e-06,10,0.7,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,2.71605537782775,up,up,FALSE,FALSE,FALSE,FALSE,TRUE,-1.49919760137319
S100A10,C6_oncogenic,MSigDB_C6,-0.209093121635547,5.26330131014842e-06,23,0.608695652173913,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.572855232815844,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.119780088874723
CCIN,C6_oncogenic,MSigDB_C6,-0.853830892298811,6.05551403067653e-06,8,0.75,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-3.4190269775796,down,down,FALSE,FALSE,FALSE,FALSE,TRUE,-2.9192708550605
LHFPL2,C6_oncogenic,MSigDB_C6,-0.273745118212082,6.05551403067653e-06,23,0.608695652173913,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.405899639744671,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.111113044864147
BTN3A2,C6_oncogenic,MSigDB_C6,-0.493071023760892,6.230624236329e-06,10,0.7,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-2.01836726294505,down,down,FALSE,FALSE,FALSE,FALSE,TRUE,-0.995198412665787
PHLDA1,C6_oncogenic,MSigDB_C6,-0.161630723015157,6.48911555090547e-06,23,0.652173913043478,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,1.33708537881224,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.216114076510418
TRIM58,C6_oncogenic,MSigDB_C6,-0.21116211952819,6.55979504666403e-06,10,0.6,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.808550317776966,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.170735198846976
NR1D1,C6_oncogenic,MSigDB_C6,-0.381497231740273,6.70012990155877e-06,23,0.608695652173913,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,1.03013576976324,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.392993944481311
HSPA5,C6_oncogenic,MSigDB_C6,-0.193577240030523,6.84833151049993e-06,23,0.652173913043478,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.193021975811934,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0373646613429126
TNFAIP6,C6_oncogenic,MSigDB_C6,-0.341336841207816,7.28729509883523e-06,15,0.6,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-2.83389052315695,down,down,FALSE,FALSE,FALSE,FALSE,TRUE,-0.967311239503158
NRP2,C6_oncogenic,MSigDB_C6,-0.247801172366132,7.30551453720386e-06,23,0.608695652173913,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.0358629405853805,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.00888687872155422
CAMLG,C6_oncogenic,MSigDB_C6,0.285201449175167,7.83392028629062e-06,10,0.5,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.814599822722257,up,up,FALSE,FALSE,FALSE,FALSE,FALSE,-0.232325049938222
IFI16,C6_oncogenic,MSigDB_C6,-0.42944706943157,7.85483712661626e-06,10,0.9,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.86152809996026,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.369980717760882
SERPINB8,C6_oncogenic,MSigDB_C6,-0.298352208042294,8.24094684382166e-06,23,0.782608695652174,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,0.81717434665388,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.243805770679704
COL4A3,C6_oncogenic,MSigDB_C6,0.450266982486278,8.35161578067403e-06,19,0.736842105263158,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,1.26421392419239,up,up,FALSE,FALSE,FALSE,FALSE,FALSE,-0.569233788863243
CXCL8,SASP,Curated,-1.39835323313679,8.47132268688038e-06,9,0.666666666666667,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,7.55121708518313,down,up,TRUE,TRUE,TRUE,TRUE,FALSE,10.5592688251836
DNAJC15,C6_oncogenic,MSigDB_C6,-0.078446948379302,8.47132268688038e-06,23,0.608695652173913,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-1.19213419370171,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.093519289554519
SDF2L1,C6_oncogenic,MSigDB_C6,-0.251518670162979,9.27919509479928e-06,23,0.739130434782609,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.953523475636258,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.239828956561213
PCDH12,C6_oncogenic,MSigDB_C6,-0.537171558577537,9.56888766148079e-06,19,0.684210526315789,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,3.63220484585772,down,up,TRUE,TRUE,TRUE,TRUE,FALSE,1.95111713812228
FDFT1,C6_oncogenic,MSigDB_C6,0.0965830107445246,9.7746400294968e-06,23,0.652173913043478,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-0.997431094039952,up,down,TRUE,FALSE,FALSE,FALSE,FALSE,0.0963348980725837
METRNL,C6_oncogenic,MSigDB_C6,-0.225360963345683,1.09930744710461e-05,23,0.608695652173913,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,1.48319476499521,down,up,TRUE,FALSE,FALSE,FALSE,FALSE,0.334254201068595
TAGLN2,C6_oncogenic,MSigDB_C6,-0.269219104298796,1.12401132626911e-05,23,0.652173913043478,Food-derived Compounds Apigenin and Luteolin Modulate mRNA Splicing of Introns with Weak Splice Sites GSE128097_2,apigenin+luteolin_2,-1.15983303176313,down,down,FALSE,FALSE,FALSE,FALSE,FALSE,-0.312249209947427
