"disease","primekg_padj","primekg_n_overlap","primekg_n_disease_genes","ot_n_genes","ot_mean_score","ot_max_score","primekg_score","ot_score","combined_score"
"nonpapillary renal cell carcinoma",0.286592938024971,16,148,14,0.0651968944687131,0.185782624530567,0.0472869688649495,0.177215189873418,0.224502158738367
"oral submucous fibrosis",0.00270904329915874,7,18,NA,NA,NA,0.223671701325038,0,0.223671701325038
"B-cell neoplasm",0.00277535489162461,12,48,NA,NA,NA,0.222756640453574,0,0.222756640453574
"lymphosarcoma",0.00277535489162461,12,48,NA,NA,NA,0.222756640453574,0,0.222756640453574
"thoracic aortic aneurysm and aortic dissection",0.00284898625809267,14,62,NA,NA,NA,0.221765844191292,0,0.221765844191292
"malignant mesothelioma (disease)",0.00305051148610101,24,141,NA,NA,NA,0.219179705968392,0,0.219179705968392
"benign mesothelioma",0.00305051148610101,24,141,NA,NA,NA,0.219179705968392,0,0.219179705968392
"mesothelioma",0.00305051148610101,24,141,NA,NA,NA,0.219179705968392,0,0.219179705968392
"glaucoma",0.178510902342838,3,12,12,0.237681886998915,0.606034242946727,0.0652003970483654,0.151898734177215,0.217099131225581
"delirium",0.00457653665698176,5,10,1,0.0325230272122538,0.0325230272122538,0.203830995645449,0.0126582278481013,0.21648922349355
"acute liver failure",0.00329816125021913,8,24,NA,NA,NA,0.2162261599339,0,0.2162261599339
"acute kidney failure",0.00332103887342996,19,101,NA,NA,NA,0.215964597444325,0,0.215964597444325
"autism spectrum disorder",0.00467602321233414,43,321,1,0.290802144189519,0.290802144189519,0.203017252076607,0.0126582278481013,0.215675479924708
"hereditary disease",NA,NA,NA,17,0.269289695041039,0.471016558020578,0,0.215189873417722,0.215189873417722
"head and neck squamous cell carcinoma",NA,NA,NA,17,0.0946590239964362,0.294007227308999,0,0.215189873417722,0.215189873417722
"osteosarcoma",NA,NA,NA,17,0.0767371347621134,0.277739260795553,0,0.215189873417722,0.215189873417722
"X-linked parkinsonism-spasticity syndrome",0.00358189640430928,17,86,NA,NA,NA,0.213103420104057,0,0.213103420104057
"mixed glioma",0.00367483061520756,18,94,NA,NA,NA,0.21213418995332,0,0.21213418995332
"brain cancer",0.0149829944116831,9,38,4,0.245877893895861,0.304232729191212,0.158955085654705,0.0506329113924051,0.20958799704711
"endometrium neoplasm",0.00418157930959263,15,72,NA,NA,NA,0.207246088452601,0,0.207246088452601
"childhood astrocytic tumor",0.00425660638572909,9,31,NA,NA,NA,0.206573191238541,0,0.206573191238541
"Ehlers-Danlos syndrome, progeroid type",0.00425660638572909,4,6,NA,NA,NA,0.206573191238541,0,0.206573191238541
"Ehlers-Danlos syndrome, dermatosparaxis type",0.00425660638572909,4,6,NA,NA,NA,0.206573191238541,0,0.206573191238541
"Ehlers-Danlos syndrome due to tenascin-X deficiency",0.00425660638572909,4,6,NA,NA,NA,0.206573191238541,0,0.206573191238541
"Ehlers-Danlos syndrome, kyphoscoliotic and deafness type",0.00425660638572909,4,6,NA,NA,NA,0.206573191238541,0,0.206573191238541
"congenital neutropenia-myelofibrosis-nephromegaly syndrome",0.00425660638572909,4,6,NA,NA,NA,0.206573191238541,0,0.206573191238541
"acoustic neuroma",0.00428115383441315,14,65,NA,NA,NA,0.206355604738922,0,0.206355604738922
"thyroid cancer",0.0332299223485851,9,44,6,0.0806496531401716,0.214653350011659,0.128815092344914,0.0759493670886076,0.204764459433522
"endometrial carcinoma (disease)",0.00461182157101,15,73,NA,NA,NA,0.203540378239846,0,0.203540378239846
"autism (disease)",0.00467602321233414,43,321,NA,NA,NA,0.203017252076607,0,0.203017252076607
"autism susceptibility 1",0.00467602321233414,43,321,NA,NA,NA,0.203017252076607,0,0.203017252076607
"postmenopausal osteoporosis",0.00467602321233414,14,66,NA,NA,NA,0.203017252076607,0,0.203017252076607
"unclassified acute myeloid leukemia",0.00467602321233414,27,173,NA,NA,NA,0.203017252076607,0,0.203017252076607
"acute myeloid leukemia with minimal differentiation",0.00467602321233414,27,173,NA,NA,NA,0.203017252076607,0,0.203017252076607
"acute myeloblastic leukemia without maturation",0.00467602321233414,27,173,NA,NA,NA,0.203017252076607,0,0.203017252076607
"acute myeloid leukemia and myelodysplastic syndromes related to topoisomerase type 2 inhibitor",0.00467602321233414,27,173,NA,NA,NA,0.203017252076607,0,0.203017252076607
"acute myeloid leukemia with t(8;21)(q22;q22) translocation",0.00467602321233414,27,173,NA,NA,NA,0.203017252076607,0,0.203017252076607
"acute myeloid leukemia with CEBPA somatic mutations",0.00467602321233414,27,173,NA,NA,NA,0.203017252076607,0,0.203017252076607
"acute myeloid leukemia with t(6;9)(p23;q34)",0.00467602321233414,27,173,NA,NA,NA,0.203017252076607,0,0.203017252076607
"acute myeloid leukemia with t(9;11)(p22;q23)",0.00467602321233414,27,173,NA,NA,NA,0.203017252076607,0,0.203017252076607
"acute myeloid leukemia with inv3(p21;q26.2) or t(3;3)(p21;q26.2)",0.00467602321233414,27,173,NA,NA,NA,0.203017252076607,0,0.203017252076607
"acute myeloid leukemia with NPM1 somatic mutations",0.00467602321233414,27,173,NA,NA,NA,0.203017252076607,0,0.203017252076607
"therapy related acute myeloid leukemia and myelodysplastic syndrome",0.00467602321233414,27,173,NA,NA,NA,0.203017252076607,0,0.203017252076607
"acute myeloblastic leukemia with maturation",0.00467602321233414,27,173,NA,NA,NA,0.203017252076607,0,0.203017252076607
"preeclampsia",NA,NA,NA,16,0.0971342231718683,0.29913133392081,0,0.20253164556962,0.20253164556962
"oligodendroglial tumor",0.00481218211809788,11,45,NA,NA,NA,0.201931176283319,0,0.201931176283319
"anaplastic oligodendroglioma",0.00481218211809788,11,45,NA,NA,NA,0.201931176283319,0,0.201931176283319
"extrahepatic cholestasis",0.00483228229217241,9,32,NA,NA,NA,0.201773454864838,0,0.201773454864838
"lymphoma, non-Hodgkin, familial",0.00483228229217241,9,32,NA,NA,NA,0.201773454864838,0,0.201773454864838
"acute myeloid leukemia with t(8;16)(p11;p13) translocation",0.00495790079333864,27,174,NA,NA,NA,0.200802374952077,0,0.200802374952077
"gliosarcoma",0.00509021669146293,18,98,NA,NA,NA,0.199805775209,0,0.199805775209
"inherited acute myeloid leukemia",0.00535141262773219,27,175,NA,NA,NA,0.19791231101807,0,0.19791231101807
"myeloid leukemia",0.00536186955635292,29,193,NA,NA,NA,0.197838444083078,0,0.197838444083078
"type 1 diabetes mellitus",0.638716403558166,4,48,14,0.130008853625914,0.39969447552512,0.0169629735680478,0.177215189873418,0.194178163441466
"IgA glomerulonephritis",0.0228844129017954,8,34,4,0.037788628826835,0.0658936242245844,0.14292879739475,0.0506329113924051,0.193561708787155
"squamous cell lung carcinoma",0.0167326037682819,8,32,3,0.100927798346926,0.302783395040778,0.154776034726769,0.0379746835443038,0.192750718271073
"urinary bladder cancer",0.186239327967999,17,144,10,0.0527653323298867,0.102734555072361,0.0635966760986244,0.126582278481013,0.190178954579637
"atrial fibrillation",NA,NA,NA,15,0.191054249086898,0.543094932692817,0,0.189873417721519,0.189873417721519
"ulcerative colitis",NA,NA,NA,15,0.0541371098369148,0.258705898279291,0,0.189873417721519,0.189873417721519
"osteogenesis imperfecta",0.0131928386350871,7,24,2,0.0965246148070533,0.110053339786646,0.163769769780178,0.0253164556962025,0.18908622547638
"adrenal cortex carcinoma",0.0359993720289712,6,23,5,0.0451891807153801,0.102327998513074,0.12578606114787,0.0632911392405063,0.189077200388377
"hemiparkinsonism-hemiatrophy syndrome",0.00723162967920638,16,85,NA,NA,NA,0.186518876760307,0,0.186518876760307
"hereditary late onset Parkinson disease",0.00723162967920638,16,85,NA,NA,NA,0.186518876760307,0,0.186518876760307
"brain ischemia",0.0202708438692989,12,63,3,0.00959339573074671,0.0217581699532308,0.14751761103274,0.0379746835443038,0.185492294577044
"middle cerebral artery infarction",0.00744112742347075,9,34,NA,NA,NA,0.185438275476234,0,0.185438275476234
"chronic kidney disease",0.41564152401972,6,52,12,0.108246841018685,0.437999365160311,0.0332199733845341,0.151898734177215,0.185118707561749
"visceral leishmaniasis",0.0147197326117771,5,13,2,0.00413278699099612,0.00653943963971195,0.159625851957072,0.0253164556962025,0.184942307653275
"pituitary gland adenoma",0.0149829944116831,12,60,2,0.0608402356781956,0.0758525693754882,0.158955085654705,0.0253164556962025,0.184271541350907
"Ehlers-Danlos syndrome, classic type",0.0077025669184005,4,7,NA,NA,NA,0.184131650805523,0,0.184131650805523
"Ehlers-Danlos syndrome, musculocontractural",0.0077025669184005,4,7,NA,NA,NA,0.184131650805523,0,0.184131650805523
"Ehlers-Danlos syndrome, kyphoscoliotic type 1",0.0077025669184005,4,7,NA,NA,NA,0.184131650805523,0,0.184131650805523
"retinitis pigmentosa",0.440809881656475,11,109,12,0.148420808227757,0.658542701795352,0.0309954060535102,0.151898734177215,0.182894140230725
"parkinsonian-pyramidal syndrome",0.00796203420194397,16,86,NA,NA,NA,0.182878015169008,0,0.182878015169008
"early-onset parkinsonism-intellectual disability syndrome",0.00796203420194397,16,86,NA,NA,NA,0.182878015169008,0,0.182878015169008
"juvenile onset Parkinson disease 19A",0.00796203420194397,16,86,NA,NA,NA,0.182878015169008,0,0.182878015169008
"dermatitis",0.0157008667762152,6,19,2,0.322396677714849,0.330372292016275,0.157184223222262,0.0253164556962025,0.182500678918465
"small cell lung carcinoma",0.0342239042334551,11,60,4,0.101825537956219,0.267285181300443,0.12769984382134,0.0506329113924051,0.178332755213745
"posterior cortical atrophy",NA,NA,NA,14,0.0647461488107624,0.215794764818453,0,0.177215189873418,0.177215189873418
"atypical juvenile parkinsonism",0.0101988958842717,16,88,NA,NA,NA,0.173509298086552,0,0.173509298086552
"cerebellar degeneration",0.0102287053880103,19,113,NA,NA,NA,0.173398863267526,0,0.173398863267526
"essential hypertension, genetic",0.0102287053880103,5,12,NA,NA,NA,0.173398863267526,0,0.173398863267526
"psoriatic arthritis",0.0798016465399347,4,14,6,0.126074605423754,0.274280910227968,0.0956646940519223,0.0759493670886076,0.17161406114053
"nephritis",0.0149829944116831,9,38,1,0.0255010099732444,0.0255010099732444,0.158955085654705,0.0126582278481013,0.171613313502806
"kidney cancer",0.0149829944116831,10,45,1,0.0301207581568032,0.0301207581568032,0.158955085654705,0.0126582278481013,0.171613313502806
"X-linked adrenoleukodystrophy",0.0153834485582572,7,25,1,0.0567785530752107,0.0567785530752107,0.157957035442613,0.0126582278481013,0.170615263290714
"inflammatory bowel disease",0.229859035204953,12,100,9,0.10828425566646,0.39163072188877,0.0556341002047764,0.113924050632911,0.169558150837688
"bile duct carcinoma",0.0223870813887572,7,27,2,0.280164628591922,0.283144366170317,0.143760191540982,0.0253164556962025,0.169076647237184
"multiple sclerosis",0.0923985128318113,8,45,6,0.280590188425391,0.463542350245094,0.0901187716052905,0.0759493670886076,0.166068138693898
"autoimmune lymphoproliferative syndrome",0.0486346641984347,4,12,4,0.212519339332291,0.710780862199227,0.114402798368217,0.0506329113924051,0.165035709760622
"Familial exudative vitreoretinopathy",NA,NA,NA,13,0.0638452705257246,0.0922797643038247,0,0.164556962025316,0.164556962025316
"open-angle glaucoma",0.722700901882362,1,13,12,0.246351250293861,0.616617404871464,0.0122885504032663,0.151898734177215,0.164187284580482
"hyperthyroidism",0.0131107035592189,6,18,NA,NA,NA,0.164006080911171,0,0.164006080911171
"Graves disease",0.0131107035592189,6,18,NA,NA,NA,0.164006080911171,0,0.164006080911171
"thyrotoxicosis",0.0131107035592189,6,18,NA,NA,NA,0.164006080911171,0,0.164006080911171
"temporal lobe epilepsy",0.0131928386350871,7,24,NA,NA,NA,0.163769769780178,0,0.163769769780178
"complex partial epilepsy",0.0131928386350871,7,24,NA,NA,NA,0.163769769780178,0,0.163769769780178
"intrahepatic cholangiocarcinoma",0.0131928386350871,7,24,NA,NA,NA,0.163769769780178,0,0.163769769780178
"biliary cystadenocarcinoma",0.0131928386350871,7,24,NA,NA,NA,0.163769769780178,0,0.163769769780178
"arteriolosclerosis",0.0135509448534263,12,59,NA,NA,NA,0.162756364145566,0,0.162756364145566
"thyroid gland carcinoma",0.286592938024971,25,247,9,0.089390357903339,0.277184891013526,0.0472869688649495,0.113924050632911,0.161211019497861
"abdominal aortic aneurysm",0.0279072935207984,4,10,2,0.118436283568495,0.177234481610589,0.13542034954262,0.0253164556962025,0.160736805238822
"squamous cell carcinoma of gallbladder and extrahepatic biliary tract",0.0147197326117771,5,13,NA,NA,NA,0.159625851957072,0,0.159625851957072
"brachydactyly",0.0147197326117771,5,13,NA,NA,NA,0.159625851957072,0,0.159625851957072
"meningioma (disease)",0.0149829944116831,12,60,NA,NA,NA,0.158955085654705,0,0.158955085654705
"embryonal carcinoma",0.0149829944116831,9,38,NA,NA,NA,0.158955085654705,0,0.158955085654705
"pituicytoma",0.0149829944116831,9,38,NA,NA,NA,0.158955085654705,0,0.158955085654705
"pleomorphic xanthoastrocytoma",0.0149829944116831,9,38,NA,NA,NA,0.158955085654705,0,0.158955085654705
"chordoid glioma of the third ventricle",0.0149829944116831,9,38,NA,NA,NA,0.158955085654705,0,0.158955085654705
"astroblastoma",0.0149829944116831,9,38,NA,NA,NA,0.158955085654705,0,0.158955085654705
"neuroepithelial neoplasm",0.0149829944116831,9,38,NA,NA,NA,0.158955085654705,0,0.158955085654705
"embryonal carcinoma of the central nervous system",0.0149829944116831,9,38,NA,NA,NA,0.158955085654705,0,0.158955085654705
"status epilepticus",0.0152543100053149,13,68,NA,NA,NA,0.158276020133134,0,0.158276020133134
"Alzheimer disease without neurofibrillary tangles",0.0153834485582572,17,101,NA,NA,NA,0.157957035442613,0,0.157957035442613
"Pick disease",0.0153834485582572,17,101,NA,NA,NA,0.157957035442613,0,0.157957035442613
"astrocytic tumor",0.0153834485582572,7,25,NA,NA,NA,0.157957035442613,0,0.157957035442613
"subependymal giant cell astrocytoma",0.0153834485582572,7,25,NA,NA,NA,0.157957035442613,0,0.157957035442613
"childhood cerebral astrocytoma",0.0153834485582572,7,25,NA,NA,NA,0.157957035442613,0,0.157957035442613
"brain astrocytoma",0.0153834485582572,7,25,NA,NA,NA,0.157957035442613,0,0.157957035442613
"tuberous sclerosis",0.0153834485582572,7,25,NA,NA,NA,0.157957035442613,0,0.157957035442613
"Marfan syndrome",0.0153834485582572,7,25,NA,NA,NA,0.157957035442613,0,0.157957035442613
"colitis (disease)",0.0153834485582572,7,25,NA,NA,NA,0.157957035442613,0,0.157957035442613
"cholestasis",0.0157008667762152,18,110,NA,NA,NA,0.157184223222262,0,0.157184223222262
"bile duct adenocarcinoma",0.0223870813887572,7,27,1,0.277184891013526,0.277184891013526,0.143760191540982,0.0126582278481013,0.156418419389083
"newborn respiratory distress syndrome",0.0162108904628472,12,61,NA,NA,NA,0.15597461438699,0,0.15597461438699
"Reye syndrome",0.0164606407217319,17,102,NA,NA,NA,0.155396101204323,0,0.155396101204323
"anaplastic oligoastrocytoma",0.0169275191175594,9,39,NA,NA,NA,0.154337803279223,0,0.154337803279223
"tuberculosis",NA,NA,NA,12,0.0597183232456424,0.246954432341451,0,0.151898734177215,0.151898734177215
"renal cell carcinoma",NA,NA,NA,12,0.044827040951374,0.0847379621984915,0,0.151898734177215,0.151898734177215
"neuroblastoma",0.190481128124256,8,56,7,0.0511604869089219,0.0878919063492727,0.0627445228636469,0.0886075949367089,0.151352117800356
"Takayasu arteritis",0.0359993720289712,4,11,2,0.0417181739968091,0.0560874387469503,0.12578606114787,0.0253164556962025,0.151102516844073
"benign recurrent intrahepatic cholestasis",0.0187102188342175,18,112,NA,NA,NA,0.150549026292403,0,0.150549026292403
"familial intrahepatic cholestasis",0.0187102188342175,18,112,NA,NA,NA,0.150549026292403,0,0.150549026292403
"low-grade astrocytoma",0.0188774550729849,7,26,NA,NA,NA,0.150212316188739,0,0.150212316188739
"non-Hodgkin lymphoma",0.0518364026435744,9,48,3,0.10398279893228,0.184314242000387,0.111990337622317,0.0379746835443038,0.149965021166621
"sideroblastic anemia",0.019434859092483,4,9,NA,NA,NA,0.14911120621105,0,0.14911120621105
"silicosis",0.019434859092483,4,9,NA,NA,NA,0.14911120621105,0,0.14911120621105
"marfanoid hypermobility syndrome",0.019434859092483,4,9,NA,NA,NA,0.14911120621105,0,0.14911120621105
"brittle cornea syndrome",0.019434859092483,4,9,NA,NA,NA,0.14911120621105,0,0.14911120621105
"angiocentric glioma",0.0195699047626907,9,40,NA,NA,NA,0.148849187027708,0,0.148849187027708
"peripheral primitive neuroectodermal tumor",0.0195699047626907,9,40,NA,NA,NA,0.148849187027708,0,0.148849187027708
"acute lung injury",0.0301559107728927,6,22,1,0.00960907622180225,0.00960907622180225,0.132488105327051,0.0126582278481013,0.145146333175153
"neutropenia",0.0301559107728927,6,22,1,0.350295166165173,0.350295166165173,0.132488105327051,0.0126582278481013,0.145146333175153
"periodontitis",0.22543813321758,2,7,7,0.122778684067482,0.559534547764141,0.0563689489015628,0.0886075949367089,0.144976543838272
"Leber congenital amaurosis",0.864641563754279,1,23,11,0.0684005184077448,0.0921511832768529,0.00550329652651848,0.139240506329114,0.144743802855632
"intrinsic asthma",0.0221990546792417,14,80,NA,NA,NA,0.144079338437183,0,0.144079338437183
"allergic asthma",0.0221990546792417,14,80,NA,NA,NA,0.144079338437183,0,0.144079338437183
"encephalopathy",0.031155199119576,7,29,1,0.219523311723662,0.219523311723662,0.131254550528222,0.0126582278481013,0.143912778376324
"mental disorder",0.031155199119576,7,29,1,0.0336507382905848,0.0336507382905848,0.131254550528222,0.0126582278481013,0.143912778376324
